CTNID,StudyName,CruiseTow,Cruise,Year,CruiseName,RVName,CruiseDateStart,CruiseDateEnd,TZZoneName,CruisePersID,Tow,R2R_Event,Epoch,DayEpoch,Date,DateTimeStart,DateTimeLocal,TimeStart,TimeLocal,DayNight,LatDegStart,LatMinStart,LatitudeStart,LongDegStart,LongMinStart,LongitudeStart,DateTimeEnd,DateTimeLocalEnd,TimeEnd,TimeLocalEnd,LatDegEnd,LatMinEnd,LatitudeEnd,LongDegEnd,LongMinEnd,LongitudeEnd,DurationTow,SolarElevationCorr,Heading,SOG,WaterDepth,WindSpeed,WindDirection,Weather,CloudCover,Seas,SST,SSS,TowPersID,NetID,NetName,MeshSize,NetLength,LengthHorizontal,LengthVertical,AreaM2,TowType,DepthTarget,DepthMaximum,WireOut,R2R_EventCTD,Cast,MOCDNPair,PreCast,PostCast,FirstMCN,Net,DepthStart,DepthEnd,DepthInterval,TimeNet,Dpth,AngleNet,FlowCounts,VolFilt,Temp,Sal,PayRetrievRate,FracBiom,FracPreserved,FracETS,FracGutFluor,FracGutContents,maxVolFiltM3,CruiseNotes,NetNotes,CTNNotes
104304,EXPORTS,1043,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,43,RR1813-SE-20180821.1946.001,1,7,8/21/18,2018-08-21T19:45:00,2018-08-21T10:45:00,19:45:00,10:45:00,Day,50,26.525,50.44208333,144,57.487,144.9581167,2018-08-21T23:33:00,2018-08-21T14:33:00,23:33:00,14:33:00,50,19.733,50.32888333,145,2.135,145.0355833,228,27.74146086,225.9,2,4266.5,16.4,250.1,,100,1,14.02,32.25,SteD/StaK/CopJ/CouC/MenB,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1032.3,2023.9,,3,2,1043010088,1043100516,1043010011,4,500,400,500-400,22:27,400.6,45.5,427,1877.3,4.16,33.988,-15,4,2,,,,2102.9,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,
104305,EXPORTS,1043,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,43,RR1813-SE-20180821.1946.001,1,7,8/21/18,2018-08-21T19:45:00,2018-08-21T10:45:00,19:45:00,10:45:00,Day,50,26.525,50.44208333,144,57.487,144.9581167,2018-08-21T23:33:00,2018-08-21T14:33:00,23:33:00,14:33:00,50,19.733,50.32888333,145,2.135,145.0355833,228,27.74146086,225.9,2,4266.5,16.4,250.1,,100,1,14.02,32.25,SteD/StaK/CopJ/CouC/MenB,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1032.3,2023.9,,3,2,1043010088,1043100516,1043010011,5,400,300,400-300,22:43,299,39.8,358,1712.1,4.323,33.867,-15,4,2,,,,1861.6,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,
104306,EXPORTS,1043,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,43,RR1813-SE-20180821.1946.001,1,7,8/21/18,2018-08-21T19:45:00,2018-08-21T10:45:00,19:45:00,10:45:00,Day,50,26.525,50.44208333,144,57.487,144.9581167,2018-08-21T23:33:00,2018-08-21T14:33:00,23:33:00,14:33:00,50,19.733,50.32888333,145,2.135,145.0355833,228,27.74146086,225.9,2,4266.5,16.4,250.1,,100,1,14.02,32.25,SteD/StaK/CopJ/CouC/MenB,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1032.3,2023.9,,3,2,1043010088,1043100516,1043010011,6,300,200,300-200,22:55,200,42.3,281,1279.6,4.496,33.73,1.5,4,2,,,,1384.9,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,Chaetognatha (large abundant).
104307,EXPORTS,1043,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,43,RR1813-SE-20180821.1946.001,1,7,8/21/18,2018-08-21T19:45:00,2018-08-21T10:45:00,19:45:00,10:45:00,Day,50,26.525,50.44208333,144,57.487,144.9581167,2018-08-21T23:33:00,2018-08-21T14:33:00,23:33:00,14:33:00,50,19.733,50.32888333,145,2.135,145.0355833,228,27.74146086,225.9,2,4266.5,16.4,250.1,,100,1,14.02,32.25,SteD/StaK/CopJ/CouC/MenB,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1032.3,2023.9,,3,2,1043010088,1043100516,1043010011,7,200,150,200-150,23:03,149.8,44.5,194,854.4,5.144,33.62,-10,4,2,,,,923.9,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,
104308,EXPORTS,1043,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,43,RR1813-SE-20180821.1946.001,1,7,8/21/18,2018-08-21T19:45:00,2018-08-21T10:45:00,19:45:00,10:45:00,Day,50,26.525,50.44208333,144,57.487,144.9581167,2018-08-21T23:33:00,2018-08-21T14:33:00,23:33:00,14:33:00,50,19.733,50.32888333,145,2.135,145.0355833,228,27.74146086,225.9,2,4266.5,16.4,250.1,,100,1,14.02,32.25,SteD/StaK/CopJ/CouC/MenB,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1032.3,2023.9,,3,2,1043010088,1043100516,1043010011,8,150,100,150-100,23:12,99.8,47.7,203,845.8,5.641,32.91,-10,4,4,,4,,910.9,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,Chaetognatha/Creseis/Themisto.
104309,EXPORTS,1043,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,43,RR1813-SE-20180821.1946.001,1,7,8/21/18,2018-08-21T19:45:00,2018-08-21T10:45:00,19:45:00,10:45:00,Day,50,26.525,50.44208333,144,57.487,144.9581167,2018-08-21T23:33:00,2018-08-21T14:33:00,23:33:00,14:33:00,50,19.733,50.32888333,145,2.135,145.0355833,228,27.74146086,225.9,2,4266.5,16.4,250.1,,100,1,14.02,32.25,SteD/StaK/CopJ/CouC/MenB,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1032.3,2023.9,,3,2,1043010088,1043100516,1043010011,9,100,50,100-50,23:24,49,46.1,294,1258.9,7.874,32.466,-10,4,4,,4,,1364.4,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,Creseis/Neocalanus (abundant).
104310,EXPORTS,1043,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,43,RR1813-SE-20180821.1946.001,1,7,8/21/18,2018-08-21T19:45:00,2018-08-21T10:45:00,19:45:00,10:45:00,Day,50,26.525,50.44208333,144,57.487,144.9581167,2018-08-21T23:33:00,2018-08-21T14:33:00,23:33:00,14:33:00,50,19.733,50.32888333,145,2.135,145.0355833,228,27.74146086,225.9,2,4266.5,16.4,250.1,,100,1,14.02,32.25,SteD/StaK/CopJ/CouC/MenB,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1032.3,2023.9,,3,2,1043010088,1043100516,1043010011,10,50,0,50-0,23:33,,,227,866.9,,,-10,,,,,,969.6,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,Bad sample (gap between net bars).
104401,EXPORTS,1044,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,44,RR1813-SE-20180822.0134.001,1,7,8/22/18,2018-08-22T01:34:00,2018-08-21T16:34:00,1:34:00,16:34:00,Day,50,18.997,50.31661667,145,2.541,145.04235,2018-08-22T02:09:00,2018-08-21T17:09:00,2:09:00,17:09:00,50,17.967,50.29945,145,3.246,145.0541,35,7.863354809,220.8,2.1,4525,15.9,261.9,,100,1,14,32.25,SteD/StaK/MicA/CopJ/HirM,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-50,67,92.5,,4,2,1044010055,1044020599,1044010056,1,0,50,0-50,1:58,50.1,41.3,443,2060.6,8.741,32.461,10/0/-7/0/10/0/-7,,,,,,2189.8,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,
104402,EXPORTS,1044,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,44,RR1813-SE-20180822.0134.001,1,7,8/22/18,2018-08-22T01:34:00,2018-08-21T16:34:00,1:34:00,16:34:00,Day,50,18.997,50.31661667,145,2.541,145.04235,2018-08-22T02:09:00,2018-08-21T17:09:00,2:09:00,17:09:00,50,17.967,50.29945,145,3.246,145.0541,35,7.863354809,220.8,2.1,4525,15.9,261.9,,100,1,14,32.25,SteD/StaK/MicA/CopJ/HirM,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-50,67,92.5,,4,2,1044010055,1044020599,1044010056,2,50,0,50-0,2:09,,,238,1075.3,,,-7,4,4,,4,,1123.5,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,
104501,EXPORTS,1045,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,45,RR1813-SE-20180822.0630.001,1,7,8/22/18,2018-08-22T06:30:00,2018-08-21T21:30:00,6:30:00,21:30:00,Night,50,25.398,50.4233,145,5.844,145.0974,2018-08-22T10:31:00,2018-08-22T01:31:00,10:31:00,1:31:00,50,17.372,50.28953333,145,7.539,145.12565,241,-48.59180838,194.9,2.1,4281.6,12.3,275.5,,,1,14,32.25,SteD/StaK/MicA/CopJ/HirM,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1031.4,2002.5,,5,2,1045010061,1045100588,1045010062,1,0,1000,0-1000,7:40,1000.4,39.4,887,4290.4,2.97,34.367,10/20 @ 100m wire out/30/40/30/20/10/0,,,,,,4666,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,
104502,EXPORTS,1045,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,45,RR1813-SE-20180822.0630.001,1,7,8/22/18,2018-08-22T06:30:00,2018-08-21T21:30:00,6:30:00,21:30:00,Night,50,25.398,50.4233,145,5.844,145.0974,2018-08-22T10:31:00,2018-08-22T01:31:00,10:31:00,1:31:00,50,17.372,50.28953333,145,7.539,145.12565,241,-48.59180838,194.9,2.1,4281.6,12.3,275.5,,,1,14,32.25,SteD/StaK/MicA/CopJ/HirM,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1031.4,2002.5,,5,2,1045010061,1045100588,1045010062,2,1000,750,1000-750,8:19,700.3,48.5,837,3422.6,3.477,34.231,0/-10/-15/-20,4,2,,,,3750.7,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,Net closed at 700m instead of 750m.
104503,EXPORTS,1045,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,45,RR1813-SE-20180822.0630.001,1,7,8/22/18,2018-08-22T06:30:00,2018-08-21T21:30:00,6:30:00,21:30:00,Night,50,25.398,50.4233,145,5.844,145.0974,2018-08-22T10:31:00,2018-08-22T01:31:00,10:31:00,1:31:00,50,17.372,50.28953333,145,7.539,145.12565,241,-48.59180838,194.9,2.1,4281.6,12.3,275.5,,,1,14,32.25,SteD/StaK/MicA/CopJ/HirM,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1031.4,2002.5,,5,2,1045010061,1045100588,1045010062,3,750,500,750-500,8:47,500.2,48.3,635,2645.7,3.942,34.094,-15,4,2,,,,2867.8,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,
104504,EXPORTS,1045,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,45,RR1813-SE-20180822.0630.001,1,7,8/22/18,2018-08-22T06:30:00,2018-08-21T21:30:00,6:30:00,21:30:00,Night,50,25.398,50.4233,145,5.844,145.0974,2018-08-22T10:31:00,2018-08-22T01:31:00,10:31:00,1:31:00,50,17.372,50.28953333,145,7.539,145.12565,241,-48.59180838,194.9,2.1,4281.6,12.3,275.5,,,1,14,32.25,SteD/StaK/MicA/CopJ/HirM,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1031.4,2002.5,,5,2,1045010061,1045100588,1045010062,4,500,400,500-400,9:01,400.6,47.3,355,1483.3,4.133,34.013,-15,4,2,,,,1597.5,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,
104505,EXPORTS,1045,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,45,RR1813-SE-20180822.0630.001,1,7,8/22/18,2018-08-22T06:30:00,2018-08-21T21:30:00,6:30:00,21:30:00,Night,50,25.398,50.4233,145,5.844,145.0974,2018-08-22T10:31:00,2018-08-22T01:31:00,10:31:00,1:31:00,50,17.372,50.28953333,145,7.539,145.12565,241,-48.59180838,194.9,2.1,4281.6,12.3,275.5,,,1,14,32.25,SteD/StaK/MicA/CopJ/HirM,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1031.4,2002.5,,5,2,1045010061,1045100588,1045010062,5,400,300,400-300,9:24,300.2,48.8,580,2359.3,4.101,33.875,-10,4,2,,,,2564,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,Biomass abundant.
104506,EXPORTS,1045,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,45,RR1813-SE-20180822.0630.001,1,7,8/22/18,2018-08-22T06:30:00,2018-08-21T21:30:00,6:30:00,21:30:00,Night,50,25.398,50.4233,145,5.844,145.0974,2018-08-22T10:31:00,2018-08-22T01:31:00,10:31:00,1:31:00,50,17.372,50.28953333,145,7.539,145.12565,241,-48.59180838,194.9,2.1,4281.6,12.3,275.5,,,1,14,32.25,SteD/StaK/MicA/CopJ/HirM,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1031.4,2002.5,,5,2,1045010061,1045100588,1045010062,6,300,200,300-200,9:50,199.9,45.2,639,2773.3,4.53,33.728,-10,4,2,,,,3022,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,Salpa (1) in sample.
104507,EXPORTS,1045,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,45,RR1813-SE-20180822.0630.001,1,7,8/22/18,2018-08-22T06:30:00,2018-08-21T21:30:00,6:30:00,21:30:00,Night,50,25.398,50.4233,145,5.844,145.0974,2018-08-22T10:31:00,2018-08-22T01:31:00,10:31:00,1:31:00,50,17.372,50.28953333,145,7.539,145.12565,241,-48.59180838,194.9,2.1,4281.6,12.3,275.5,,,1,14,32.25,SteD/StaK/MicA/CopJ/HirM,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1031.4,2002.5,,5,2,1045010061,1045100588,1045010062,7,200,150,200-150,10:00,150.7,45.9,263,1130.4,4.962,33.633,-10,4,2,,,,1225.2,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,
104508,EXPORTS,1045,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,45,RR1813-SE-20180822.0630.001,1,7,8/22/18,2018-08-22T06:30:00,2018-08-21T21:30:00,6:30:00,21:30:00,Night,50,25.398,50.4233,145,5.844,145.0974,2018-08-22T10:31:00,2018-08-22T01:31:00,10:31:00,1:31:00,50,17.372,50.28953333,145,7.539,145.12565,241,-48.59180838,194.9,2.1,4281.6,12.3,275.5,,,1,14,32.25,SteD/StaK/MicA/CopJ/HirM,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1031.4,2002.5,,5,2,1045010061,1045100588,1045010062,8,150,100,150-100,10:10,100.2,44.9,249,1090.8,5.642,32.961,-10,4,4,,4,,1193.2,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,Chauliodus large ended up in preserved sample during splitting.
104509,EXPORTS,1045,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,45,RR1813-SE-20180822.0630.001,1,7,8/22/18,2018-08-22T06:30:00,2018-08-21T21:30:00,6:30:00,21:30:00,Night,50,25.398,50.4233,145,5.844,145.0974,2018-08-22T10:31:00,2018-08-22T01:31:00,10:31:00,1:31:00,50,17.372,50.28953333,145,7.539,145.12565,241,-48.59180838,194.9,2.1,4281.6,12.3,275.5,,,1,14,32.25,SteD/StaK/MicA/CopJ/HirM,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1031.4,2002.5,,5,2,1045010061,1045100588,1045010062,9,100,50,100-50,10:20,50.4,44.3,247,1088.7,7.838,32.458,-10,4,4,,4,,1199.8,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,
104510,EXPORTS,1045,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,45,RR1813-SE-20180822.0630.001,1,7,8/22/18,2018-08-22T06:30:00,2018-08-21T21:30:00,6:30:00,21:30:00,Night,50,25.398,50.4233,145,5.844,145.0974,2018-08-22T10:31:00,2018-08-22T01:31:00,10:31:00,1:31:00,50,17.372,50.28953333,145,7.539,145.12565,241,-48.59180838,194.9,2.1,4281.6,12.3,275.5,,,1,14,32.25,SteD/StaK/MicA/CopJ/HirM,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1031.4,2002.5,,5,2,1045010061,1045100588,1045010062,10,50,0,50-0,10:31,,,260,1145.8,,,-10,4,4,,4,,1195,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,SizeFraction = 5000/FilterID = 250 is missing.  SizeFraction = 5000 noted two Salpa tests; one looks like amphipod cleaned out and the other is just jelly with no bands.
105401,EXPORTS,1054,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,54,RR1813-SE-20180824.1932.001,2,2,8/24/18,2018-08-24T19:32:00,2018-08-24T10:32:00,19:32:00,10:32:00,Day,50,29.442,50.4907,145,2.811,145.04685,2018-08-24T23:20:00,2018-08-24T14:20:00,23:20:00,14:20:00,50,24.65,50.41083333,145,11.546,145.1924333,228,28.58727467,236.4,2,4273.7,18.6,282.1,,100,1.5,14.11,32.26,SteD/StaK/CopJ/CouC/MenB,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1036.5,1939,,6,3,1054010044,1054100431,1054010045,1,0,1000,0-1000,20:42,999.7,39.5,827,3994.6,2.992,34.363,10/20 @ 100m wire out/30/40/30/20/10/0,,,,,,4343.5,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,Bertella idiomorpha (preserved).
105402,EXPORTS,1054,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,54,RR1813-SE-20180824.1932.001,2,2,8/24/18,2018-08-24T19:32:00,2018-08-24T10:32:00,19:32:00,10:32:00,Day,50,29.442,50.4907,145,2.811,145.04685,2018-08-24T23:20:00,2018-08-24T14:20:00,23:20:00,14:20:00,50,24.65,50.41083333,145,11.546,145.1924333,228,28.58727467,236.4,2,4273.7,18.6,282.1,,100,1.5,14.11,32.26,SteD/StaK/CopJ/CouC/MenB,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1036.5,1939,,6,3,1054010044,1054100431,1054010045,2,1000,750,1000-750,21:18,749.5,46.4,774,3319.1,3.417,34.254,0/-10/-15/-20,2,4,,,,3601.4,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,Bad wrap @ 815m.
105403,EXPORTS,1054,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,54,RR1813-SE-20180824.1932.001,2,2,8/24/18,2018-08-24T19:32:00,2018-08-24T10:32:00,19:32:00,10:32:00,Day,50,29.442,50.4907,145,2.811,145.04685,2018-08-24T23:20:00,2018-08-24T14:20:00,23:20:00,14:20:00,50,24.65,50.41083333,145,11.546,145.1924333,228,28.58727467,236.4,2,4273.7,18.6,282.1,,100,1.5,14.11,32.26,SteD/StaK/CopJ/CouC/MenB,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1036.5,1939,,6,3,1054010044,1054100431,1054010045,3,750,500,750-500,21:47,499.4,44.9,671,2963.9,3.953,34.087,-20,2,4,,,,3284.7,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,
105404,EXPORTS,1054,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,54,RR1813-SE-20180824.1932.001,2,2,8/24/18,2018-08-24T19:32:00,2018-08-24T10:32:00,19:32:00,10:32:00,Day,50,29.442,50.4907,145,2.811,145.04685,2018-08-24T23:20:00,2018-08-24T14:20:00,23:20:00,14:20:00,50,24.65,50.41083333,145,11.546,145.1924333,228,28.58727467,236.4,2,4273.7,18.6,282.1,,100,1.5,14.11,32.26,SteD/StaK/CopJ/CouC/MenB,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1036.5,1939,,6,3,1054010044,1054100431,1054010045,4,500,400,500-400,22:00,399.8,45.5,292,1276.2,4.029,33.991,1.5,2,4,,,,1382.1,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,
105405,EXPORTS,1054,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,54,RR1813-SE-20180824.1932.001,2,2,8/24/18,2018-08-24T19:32:00,2018-08-24T10:32:00,19:32:00,10:32:00,Day,50,29.442,50.4907,145,2.811,145.04685,2018-08-24T23:20:00,2018-08-24T14:20:00,23:20:00,14:20:00,50,24.65,50.41083333,145,11.546,145.1924333,228,28.58727467,236.4,2,4273.7,18.6,282.1,,100,1.5,14.11,32.26,SteD/StaK/CopJ/CouC/MenB,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1036.5,1939,,6,3,1054010044,1054100431,1054010045,5,400,300,400-300,22:21,298.5,45.9,508,2203.7,4.056,33.833,-10,2,4,,,,2429.8,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,
105406,EXPORTS,1054,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,54,RR1813-SE-20180824.1932.001,2,2,8/24/18,2018-08-24T19:32:00,2018-08-24T10:32:00,19:32:00,10:32:00,Day,50,29.442,50.4907,145,2.811,145.04685,2018-08-24T23:20:00,2018-08-24T14:20:00,23:20:00,14:20:00,50,24.65,50.41083333,145,11.546,145.1924333,228,28.58727467,236.4,2,4273.7,18.6,282.1,,100,1.5,14.11,32.26,SteD/StaK/CopJ/CouC/MenB,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1036.5,1939,,6,3,1054010044,1054100431,1054010045,6,300,200,300-200,22:42,199.7,46.1,495,2137.4,4.577,33.738,-10,2,4,,,,2325.3,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,
105407,EXPORTS,1054,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,54,RR1813-SE-20180824.1932.001,2,2,8/24/18,2018-08-24T19:32:00,2018-08-24T10:32:00,19:32:00,10:32:00,Day,50,29.442,50.4907,145,2.811,145.04685,2018-08-24T23:20:00,2018-08-24T14:20:00,23:20:00,14:20:00,50,24.65,50.41083333,145,11.546,145.1924333,228,28.58727467,236.4,2,4273.7,18.6,282.1,,100,1.5,14.11,32.26,SteD/StaK/CopJ/CouC/MenB,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1036.5,1939,,6,3,1054010044,1054100431,1054010045,7,200,150,200-150,22:52,149.8,44.4,252,1110.9,5.035,33.641,-10,2,4,,,,1196.9,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,
105408,EXPORTS,1054,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,54,RR1813-SE-20180824.1932.001,2,2,8/24/18,2018-08-24T19:32:00,2018-08-24T10:32:00,19:32:00,10:32:00,Day,50,29.442,50.4907,145,2.811,145.04685,2018-08-24T23:20:00,2018-08-24T14:20:00,23:20:00,14:20:00,50,24.65,50.41083333,145,11.546,145.1924333,228,28.58727467,236.4,2,4273.7,18.6,282.1,,100,1.5,14.11,32.26,SteD/StaK/CopJ/CouC/MenB,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1036.5,1939,,6,3,1054010044,1054100431,1054010045,8,150,100,150-100,23:03,100.4,41.5,263,1217.4,5.741,32.819,-10,2,4,,,,1319.4,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,
105409,EXPORTS,1054,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,54,RR1813-SE-20180824.1932.001,2,2,8/24/18,2018-08-24T19:32:00,2018-08-24T10:32:00,19:32:00,10:32:00,Day,50,29.442,50.4907,145,2.811,145.04685,2018-08-24T23:20:00,2018-08-24T14:20:00,23:20:00,14:20:00,50,24.65,50.41083333,145,11.546,145.1924333,228,28.58727467,236.4,2,4273.7,18.6,282.1,,100,1.5,14.11,32.26,SteD/StaK/CopJ/CouC/MenB,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1036.5,1939,,6,3,1054010044,1054100431,1054010045,9,100,50,100-50,23:12,50.2,42.4,215,981,8.397,32.488,-10,4,4,,,,1057.8,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,SizeFraction = 2000 FracPreserved = 8.  Neocalanus layer.
105410,EXPORTS,1054,1,2018,RR1813,Roger Revelle,8/10/18,9/12/18,America/Adak,SteD/StaK/MicA/CopJ/CouC,54,RR1813-SE-20180824.1932.001,2,2,8/24/18,2018-08-24T19:32:00,2018-08-24T10:32:00,19:32:00,10:32:00,Day,50,29.442,50.4907,145,2.811,145.04685,2018-08-24T23:20:00,2018-08-24T14:20:00,23:20:00,14:20:00,50,24.65,50.41083333,145,11.546,145.1924333,228,28.58727467,236.4,2,4273.7,18.6,282.1,,100,1.5,14.11,32.26,SteD/StaK/CopJ/CouC/MenB,1,MOCNESS-1,222,6000,1000,1415,1.415,Oblique,0-1000,1036.5,1939,,6,3,1054010044,1054100431,1054010045,10,50,0,50-0,23:20,,,212,686.6,,,-10,,,,,,779.2,,Measurements from Wiebe et al 1985/Baker et al 1973/ MOCNESS Manual.,Bad sample.
