object_id,object_lat,object_lon,object_date,object_time,object_link,object_depth_min,object_depth_max,object_annotation_status,object_annotation_person_name,object_annotation_person_email,object_annotation_date,object_annotation_time,object_annotation_category,object_annotation_hierarchy,object_lat_end,object_lon_end,object_area,object_mean,object_stddev,object_mode,object_min,object_max,object_x,object_y,object_xm,object_ym,object_perim.,object_bx,object_by,object_width,object_height,object_major,object_minor,object_angle,object_circ.,object_feret,object_intden,object_median,object_skew,object_kurt,object_%area,object_xstart,object_ystart,object_area_exc,object_fractal,object_skelarea,object_slope,object_histcum1,object_histcum2,object_histcum3,object_xmg5,object_ymg5,object_nb1,object_nb2,object_nb3,object_compentropy,object_compmean,object_compslope,object_compm1,object_compm2,object_compm3,object_symetrieh,object_symetriev,object_symetriehc,object_symetrievc,object_convperim,object_convarea,object_fcons,object_thickr,object_tag,object_esd,object_elongation,object_range,object_meanpos,object_centroids,object_cv,object_sr,object_perimareaexc,object_feretareaexc,object_perimferet,object_perimmajor,object_circex,object_cdexc,sample_id,sample_dataportal_descriptor,sample_scan_operator,sample_ship,sample_program,sample_stationid,sample_bottomdepth,sample_ctdrosettefilename,sample_other_ref,sample_tow_nb,sample_tow_type,sample_net_type,sample_net_mesh,sample_net_surf,sample_zmax,sample_zmin,sample_tot_vol,sample_comment,sample_tot_vol_qc,sample_depth_qc,sample_sample_qc,sample_barcode,sample_duration,sample_ship_speed,sample_cable_length,sample_cable_angle,sample_cable_speed,sample_nb_jar,sample_open,process_id,process_date,process_time,process_img_software_version,process_img_resolution,process_img_od_grey,process_img_od_std,process_img_background_img,process_particle_version,process_particle_threshold,process_particle_pixel_size_mm,process_particle_min_size_mm,process_particle_max_size_mm,process_particle_sep_mask,process_particle_bw_ratio,process_software,acq_id,acq_instrument,acq_min_mesh,acq_max_mesh,acq_sub_part,acq_sub_method,acq_hardware,acq_software,acq_author,acq_imgtype,acq_scan_date,acq_scan_time,acq_quality,acq_bitpixel,acq_greyfrom,acq_scan_resolution,acq_rotation,acq_miror,acq_xsize,acq_ysize,acq_xoffset,acq_yoffset,acq_lut_color_balance,acq_lut_filter,acq_lut_min,acq_lut_max,acq_lut_odrange,acq_lut_ratio,acq_lut_16b_median,objid,processid_internal,acq_id_internal,sample_id_internal,classif_id,classif_who,classif_auto_id,classif_auto_name,classif_auto_score,classif_auto_when,object_random_value,object_sunpos,sample_lat,sample_long
201202_9900_1_1_1_tot_1_523,49,-15,20210507,20200,http://www.zooscan.obs-vlfr.fr//,0,50,validated,Leocadio Blanco-Bercial,Leocadio@bios.edu,20221031,132500,Actinopterygii,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,49,-15,625878,86.44,58.853,37,33,255,945.02,257.79,1137.89,280.87,11172.19,20889,4899,2222,508,2141.3,372.2,173.8,0.063,2242.3,54102587,63,1.575,1.196,0.52,21465,4899,622600,1.26,17761,50.443,46,62,89,0,0,17,73,0,0,0,0,0,0,0,5.695,5.859,5,5,5456,778921,0,2.477,1,892.6884226,5.755376344,222,-3.154191617,194.3656348,68.2554373,26.57657658,14.15879745,2.841391324,4.983050847,5.218122373,0.062684061,0.246328648,201202_9900_1_1_1,nan,jc,james_cook-jc214,exports,porcupine_abyssal_plain_so,4660,nan,nan,1,1,mocness,200,1.4,50,0,523.9,nan,1,1,1111,nan,99999,2.2,99999,99999,99999,1,nan,zooprocess_201202_9900_1_1_1,20221021,55:00.0,8.03_picheral_cnrs,2400,nan,0,20221012_1044_background_large_manual.tif,8.09_2022/04/06_picheral_cnrs,243,0.0106,0.3,100,include,0.2742,zooprocess_pid_to_ecotaxa_8.03_2021/11/10,tot_201202_9900_1_1_1,zooscan,999999,999999,1,hand,hydroptic_v3,9.7.67,jc,zooscan,20221013,01:00.0,nan,3,2,3,3,1,29200,50424,5924,3608,manual,no,581,48505,1.8,1.15,42178.4,443720460,1715485,1715485,454153,56693,80,,Gnathostomata,,,9313668,N,49,-15
201202_9900_1_1_1_tot_1_560,49,-15,20210507,20200,http://www.zooscan.obs-vlfr.fr//,0,50,validated,Leocadio Blanco-Bercial,Leocadio@bios.edu,20221031,132500,Actinopterygii,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,49,-15,900118,80.2,71.529,27,25,255,326.2,1488.57,303.71,1178.31,14985.98,15479,6779,742,2658,2508.1,456.9,94.7,0.05,2670,72185372,45,1.292,0.019,0.94,15685,6779,891639,1.315,22894,101.001,30,43,87,0,0,37,132,0,0,0,0,0,0,0,5.853,5.896,5,5,6796,1309280,0.747,3.026,1,1070.544643,5.487964989,230,-3.166666667,311.777164,89.7755611,31.30434783,15.87052159,2.827591929,5.612734082,5.975279107,0.049891604,0.330179248,201202_9900_1_1_1,nan,jc,james_cook-jc214,exports,porcupine_abyssal_plain_so,4660,nan,nan,1,1,mocness,200,1.4,50,0,523.9,nan,1,1,1111,nan,99999,2.2,99999,99999,99999,1,nan,zooprocess_201202_9900_1_1_1,20221021,55:00.0,8.03_picheral_cnrs,2400,nan,0,20221012_1044_background_large_manual.tif,8.09_2022/04/06_picheral_cnrs,243,0.0106,0.3,100,include,0.2742,zooprocess_pid_to_ecotaxa_8.03_2021/11/10,tot_201202_9900_1_1_1,zooscan,999999,999999,1,hand,hydroptic_v3,9.7.67,jc,zooscan,20221013,01:00.0,nan,3,2,3,3,1,29200,50424,5924,3608,manual,no,581,48505,1.8,1.15,42178.4,443720497,1715485,1715485,454153,56693,80,,Gnathostomata,,,64098204,N,49,-15
201202_9900_1_1_1_tot_1_567,49,-15,20210507,20200,http://www.zooscan.obs-vlfr.fr//,0,50,validated,Leocadio Blanco-Bercial,Leocadio@bios.edu,20221031,132500,Actinopterygii,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,49,-15,697371,80.85,63.693,29,26,255,1018.52,283.76,1283.86,311.59,12378.77,20773,6960,2447,524,2350.6,377.7,173.1,0.057,2450.5,56385312,55,1.465,0.778,0.66,21113,6960,692741,1.279,20460,56.616,36,54,84,0,0,18,85,0,0,0,0,0,0,0,6.178,6.362,6,6,5938,874464,0,2.738,1,942.2952481,6.21957672,229,-3.175022789,266.4751396,79.1589363,27.94759825,14.8730527,2.944813973,5.050591595,5.265418971,0.056808017,0.320163082,201202_9900_1_1_1,nan,jc,james_cook-jc214,exports,porcupine_abyssal_plain_so,4660,nan,nan,1,1,mocness,200,1.4,50,0,523.9,nan,1,1,1111,nan,99999,2.2,99999,99999,99999,1,nan,zooprocess_201202_9900_1_1_1,20221021,55:00.0,8.03_picheral_cnrs,2400,nan,0,20221012_1044_background_large_manual.tif,8.09_2022/04/06_picheral_cnrs,243,0.0106,0.3,100,include,0.2742,zooprocess_pid_to_ecotaxa_8.03_2021/11/10,tot_201202_9900_1_1_1,zooscan,999999,999999,1,hand,hydroptic_v3,9.7.67,jc,zooscan,20221013,01:00.0,nan,3,2,3,3,1,29200,50424,5924,3608,manual,no,581,48505,1.8,1.15,42178.4,443720504,1715485,1715485,454153,56693,80,,Gnathostomata,,,40643221,N,49,-15
201202_9900_1_1_1_tot_1_594,49,-15,20210507,20200,http://www.zooscan.obs-vlfr.fr//,0,50,validated,Leocadio Blanco-Bercial,Leocadio@bios.edu,20221031,132500,Actinopterygii,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,49,-15,1175953,64.45,61.91,23,22,255,628.51,1530.96,713.99,1334.91,16174.47,16471,8462,1330,2567,2529.4,591.9,66.7,0.056,2686.1,75795083,42,1.922,2.183,0.61,17423,8462,1168726,1.29,41078,139.224,28,41,52,0,0,49,75,0,0,0,0,0,0,0,4.84,4.995,5,5,7790,1761807,0,4.228,1,1223.62979,4.271959459,233,-4.488810365,213.6375435,96.19860357,26.60944206,14.96101595,2.484560952,6.021593448,6.395413207,0.056141976,0.197615599,201202_9900_1_1_1,nan,jc,james_cook-jc214,exports,porcupine_abyssal_plain_so,4660,nan,nan,1,1,mocness,200,1.4,50,0,523.9,nan,1,1,1111,nan,99999,2.2,99999,99999,99999,1,nan,zooprocess_201202_9900_1_1_1,20221021,55:00.0,8.03_picheral_cnrs,2400,nan,0,20221012_1044_background_large_manual.tif,8.09_2022/04/06_picheral_cnrs,243,0.0106,0.3,100,include,0.2742,zooprocess_pid_to_ecotaxa_8.03_2021/11/10,tot_201202_9900_1_1_1,zooscan,999999,999999,1,hand,hydroptic_v3,9.7.67,jc,zooscan,20221013,01:00.0,nan,3,2,3,3,1,29200,50424,5924,3608,manual,no,581,48505,1.8,1.15,42178.4,443720531,1715485,1715485,454153,56693,80,,Gnathostomata,,,32120835,N,49,-15
201202_9900_1_1_1_tot_1_607,49,-15,20210507,20200,http://www.zooscan.obs-vlfr.fr//,0,50,validated,Leocadio Blanco-Bercial,Leocadio@bios.edu,20221031,132500,Actinopterygii,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,49,-15,889890,72.02,58.555,33,31,255,1346.72,363.11,1125.18,326.39,13832.52,21653,9166,2369,734,2284.5,496,171.7,0.058,2413.6,64089721,50,1.933,2.351,0.46,23061,9166,885784,1.284,24270,122.204,35,49,65,0,0,19,76,0,0,0,0,0,0,0,4.698,4.895,5,5,6202,1226819,0,3.22,1,1064.444991,4.606854839,224,-4.460750853,225.0622136,81.92168842,26.33928571,14.69780433,2.564917201,5.730323115,6.053829322,0.058170787,0.239132536,201202_9900_1_1_1,nan,jc,james_cook-jc214,exports,porcupine_abyssal_plain_so,4660,nan,nan,1,1,mocness,200,1.4,50,0,523.9,nan,1,1,1111,nan,99999,2.2,99999,99999,99999,1,nan,zooprocess_201202_9900_1_1_1,20221021,55:00.0,8.03_picheral_cnrs,2400,nan,0,20221012_1044_background_large_manual.tif,8.09_2022/04/06_picheral_cnrs,243,0.0106,0.3,100,include,0.2742,zooprocess_pid_to_ecotaxa_8.03_2021/11/10,tot_201202_9900_1_1_1,zooscan,999999,999999,1,hand,hydroptic_v3,9.7.67,jc,zooscan,20221013,01:00.0,nan,3,2,3,3,1,29200,50424,5924,3608,manual,no,581,48505,1.8,1.15,42178.4,443720544,1715485,1715485,454153,56693,80,,Gnathostomata,,,73006399,N,49,-15
201202_9900_1_1_1_tot_1_618,49,-15,20210507,20200,http://www.zooscan.obs-vlfr.fr//,0,50,validated,Leocadio Blanco-Bercial,Leocadio@bios.edu,20221031,132500,Actinopterygii,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,49,-15,1578993,59.77,57.296,24,21,255,722.04,1262.14,881.99,1580.41,18464.65,21383,10147,1685,2988,3060.6,656.9,115.3,0.058,3259.9,94380033,40,2.137,3.218,0.46,21573,10147,1571658,1.282,41417,184.502,27,39,49,0,0,56,76,0,0,0,0,0,0,0,5.119,5.307,5,5,9342,2132973,0,2.918,1,1417.898561,4.659056317,234,-5.035594532,355.9831457,95.36556801,24.35897436,14.72889914,2.600390533,5.664110429,6.032342372,0.057925433,0.283955583,201202_9900_1_1_1,nan,jc,james_cook-jc214,exports,porcupine_abyssal_plain_so,4660,nan,nan,1,1,mocness,200,1.4,50,0,523.9,nan,1,1,1111,nan,99999,2.2,99999,99999,99999,1,nan,zooprocess_201202_9900_1_1_1,20221021,55:00.0,8.03_picheral_cnrs,2400,nan,0,20221012_1044_background_large_manual.tif,8.09_2022/04/06_picheral_cnrs,243,0.0106,0.3,100,include,0.2742,zooprocess_pid_to_ecotaxa_8.03_2021/11/10,tot_201202_9900_1_1_1,zooscan,999999,999999,1,hand,hydroptic_v3,9.7.67,jc,zooscan,20221013,01:00.0,nan,3,2,3,3,1,29200,50424,5924,3608,manual,no,581,48505,1.8,1.15,42178.4,443720555,1715485,1715485,454153,56693,80,,Gnathostomata,,,68124982,N,49,-15
201202_9900_1_1_1_tot_1_620,49,-15,20210507,20200,http://www.zooscan.obs-vlfr.fr//,0,50,validated,Leocadio Blanco-Bercial,Leocadio@bios.edu,20221031,132500,Actinopterygii,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,49,-15,1333874,57.24,60.451,19,19,255,740.28,1097.37,933.69,1369.68,15332.42,19003,10245,1875,2448,2672.7,635.4,123.9,0.071,2978.6,76348713,34,2.01,2.573,0.31,19197,10245,1329679,1.258,30470,174.159,23,33,46,0,0,54,219,0,0,0,0,0,0,0,4.888,4.946,5,5,8642,1693274,0,2.915,1,1303.204176,4.209448819,236,-5.171548117,334.9104358,104.8218029,25.42372881,13.29613468,2.583432378,5.146693521,5.735877291,0.071081904,0.290439229,201202_9900_1_1_1,nan,jc,james_cook-jc214,exports,porcupine_abyssal_plain_so,4660,nan,nan,1,1,mocness,200,1.4,50,0,523.9,nan,1,1,1111,nan,99999,2.2,99999,99999,99999,1,nan,zooprocess_201202_9900_1_1_1,20221021,55:00.0,8.03_picheral_cnrs,2400,nan,0,20221012_1044_background_large_manual.tif,8.09_2022/04/06_picheral_cnrs,243,0.0106,0.3,100,include,0.2742,zooprocess_pid_to_ecotaxa_8.03_2021/11/10,tot_201202_9900_1_1_1,zooscan,999999,999999,1,hand,hydroptic_v3,9.7.67,jc,zooscan,20221013,01:00.0,nan,3,2,3,3,1,29200,50424,5924,3608,manual,no,581,48505,1.8,1.15,42178.4,443720557,1715485,1715485,454153,56693,80,,Gnathostomata,,,14708420,N,49,-15
201202_9900_1_1_1_tot_1_629,49,-15,20210507,20200,http://www.zooscan.obs-vlfr.fr//,0,50,validated,Leocadio Blanco-Bercial,Leocadio@bios.edu,20221031,132500,Actinopterygii,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,49,-15,1237635,62.73,62.351,21,19,255,882.4,1128.35,734.23,1452.27,18022.48,17464,11050,1560,2682,2754.4,572.1,64.1,0.048,2936.9,77632231,41,1.888,2.114,0.47,18825,11050,1231860,1.3,41059,157.254,23,40,54,0,0,92,102,0,0,0,0,0,0,0,5.341,5.515,5,5,8480,1698679,0,3.037,1,1255.311047,4.814685315,236,-4.396752801,356.2021898,98.83628248,26.27118644,16.23761757,2.646203685,6.136193395,6.543936093,0.04766123,0.320934132,201202_9900_1_1_1,nan,jc,james_cook-jc214,exports,porcupine_abyssal_plain_so,4660,nan,nan,1,1,mocness,200,1.4,50,0,523.9,nan,1,1,1111,nan,99999,2.2,99999,99999,99999,1,nan,zooprocess_201202_9900_1_1_1,20221021,55:00.0,8.03_picheral_cnrs,2400,nan,0,20221012_1044_background_large_manual.tif,8.09_2022/04/06_picheral_cnrs,243,0.0106,0.3,100,include,0.2742,zooprocess_pid_to_ecotaxa_8.03_2021/11/10,tot_201202_9900_1_1_1,zooscan,999999,999999,1,hand,hydroptic_v3,9.7.67,jc,zooscan,20221013,01:00.0,nan,3,2,3,3,1,29200,50424,5924,3608,manual,no,581,48505,1.8,1.15,42178.4,443720566,1715485,1715485,454153,56693,80,,Gnathostomata,,,30883108,N,49,-15
201202_9900_1_1_1_tot_1_637,49,-15,20210507,20200,http://www.zooscan.obs-vlfr.fr//,0,50,validated,Leocadio Blanco-Bercial,Leocadio@bios.edu,20221031,132500,Actinopterygii,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,49,-15,1316168,59.2,46.642,38,25,255,1723.29,1583.08,1696.12,1554.08,13748.65,19073,11886,3101,2224,2332.5,718.4,155.9,0.087,3522.4,77920790,41,2.776,6.899,0.71,19107,11886,1306865,1.162,29297,231.321,37,40,51,0,0,439,266,0,0,0,0,0,0,0,7.479,7.308,8,8,10646,2781968,0.002,3.031,1,1294.525838,3.249303621,230,-5.725146199,39.62322551,79.39189189,20.43478261,12.02695673,3.080874362,3.903747871,5.893270467,0.08687571,0.034660471,201202_9900_1_1_1,nan,jc,james_cook-jc214,exports,porcupine_abyssal_plain_so,4660,nan,nan,1,1,mocness,200,1.4,50,0,523.9,nan,1,1,1111,nan,99999,2.2,99999,99999,99999,1,nan,zooprocess_201202_9900_1_1_1,20221021,55:00.0,8.03_picheral_cnrs,2400,nan,0,20221012_1044_background_large_manual.tif,8.09_2022/04/06_picheral_cnrs,243,0.0106,0.3,100,include,0.2742,zooprocess_pid_to_ecotaxa_8.03_2021/11/10,tot_201202_9900_1_1_1,zooscan,999999,999999,1,hand,hydroptic_v3,9.7.67,jc,zooscan,20221013,01:00.0,nan,3,2,3,3,1,29200,50424,5924,3608,manual,no,581,48505,1.8,1.15,42178.4,443720574,1715485,1715485,454153,56693,80,,Gnathostomata,,,21343829,N,49,-15
201202_9900_1_1_1_tot_1_639,49,-15,20210507,20200,http://www.zooscan.obs-vlfr.fr//,0,50,validated,Leocadio Blanco-Bercial,Leocadio@bios.edu,20221031,132500,Actinopterygii,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,49,-15,1143881,68.75,61.961,30,28,255,954.13,824.14,1221.13,1036.35,16804.21,14696,11962,2325,2006,2696.7,540.1,140.1,0.051,2950.3,78638944,46,1.933,2.168,0.81,14913,11962,1134580,1.324,39930,146.738,32,45,56,0,0,88,319,0,0,0,0,0,0,0,5.656,5.848,5,5,8658,1551446,0,3.985,1,1206.828291,4.994444444,227,-4.570552147,340.9296115,90.18181818,27.31277533,15.7759351,2.769519671,5.696271186,6.230626622,0.050491659,0.320071615,201202_9900_1_1_1,nan,jc,james_cook-jc214,exports,porcupine_abyssal_plain_so,4660,nan,nan,1,1,mocness,200,1.4,50,0,523.9,nan,1,1,1111,nan,99999,2.2,99999,99999,99999,1,nan,zooprocess_201202_9900_1_1_1,20221021,55:00.0,8.03_picheral_cnrs,2400,nan,0,20221012_1044_background_large_manual.tif,8.09_2022/04/06_picheral_cnrs,243,0.0106,0.3,100,include,0.2742,zooprocess_pid_to_ecotaxa_8.03_2021/11/10,tot_201202_9900_1_1_1,zooscan,999999,999999,1,hand,hydroptic_v3,9.7.67,jc,zooscan,20221013,01:00.0,nan,3,2,3,3,1,29200,50424,5924,3608,manual,no,581,48505,1.8,1.15,42178.4,443720576,1715485,1715485,454153,56693,80,,Gnathostomata,,,27118057,N,49,-15
204702_5000_1_4_1_199,48.93581667,-14.83035,20210517,100700,http://www.zooscan.obs-vlfr.fr//,750,1000,predicted,,,,,Actinopterygii,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,48.8934,-15.04843333,898253,86.38,66.917,38,25,255,576.21,1048.3,648.86,997.72,12715.07,7426,8211,1588,1618,1375.9,831.2,140.1,0.07,1913.8,77594451,51,1.305,0.26,2.9,7437,8211,872183,1.213,22952,82.15,39,49,100,0,0,54,15,0,0,0,0,0,0,0,3.932,3.53,5,4,6408,1674751,1.532,7.292,1,1069.43501,1.655836342,230,-2.747148908,88.48163651,77.56425098,29.13043478,13.61484043,2.049453763,6.643155695,9.240552326,0.067792984,0.094743481,204702,nan,hg,james_cook,exports,47,4666.8,nan,nan,99999,1,mocness,222,1.415,1000,750,794,nan,1,1,1111,nan,99999,2.2,99999,99999,99999,99999,nan,zooprocess_204702,20230614,12:00.0,8.03_picheral_cnrs,2400,nan,0,20230510_1152_background_large_manual.tif,8.09_2022/04/06_picheral_cnrs,243,0.0106,0.3,100,include,0.0511,zooprocess_pid_to_ecotaxa_8.03_2021/11/10,5000_1_4_204702,zooscan,5000,999999,4,motoda,hydroptic_v4,9.7.67,hg,zooscan,20230510,47:00.0,nan,3,2,3,3,1,29024,50424,6224,3724,manual,no,614,51292,1.8,1.15,44601.9,459663062,1721722,1721722,459321,56693,,56693,Gnathostomata,0.228038605,44:44.0,74687441,D,48.93581667,-14.83035
204702_5000_1_4_1_212,48.93581667,-14.83035,20210517,100700,http://www.zooscan.obs-vlfr.fr//,750,1000,predicted,,,,,Actinopterygii,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,48.8934,-15.04843333,343088,156.87,64.415,243,43,255,327.53,603.92,317.41,623.3,9823.53,2271,9209,740,1368,1161.3,376.2,97,0.045,1413.9,53820220,159,-0.066,-1.414,6.52,2552,9209,320722,1.339,18946,11.401,93,148,210,0,0,33,38,0,0,0,0,0,0,0,4.71,4.704,6,6,4212,625514,9.458,5.651,1,660.9335889,3.087765957,212,-0.861772196,21.9544984,40.79811309,30.18867925,17.34698401,2.496807348,6.947666195,8.461670973,0.041760136,0.038766728,204702,nan,hg,james_cook,exports,47,4666.8,nan,nan,99999,1,mocness,222,1.415,1000,750,794,nan,1,1,1111,nan,99999,2.2,99999,99999,99999,99999,nan,zooprocess_204702,20230614,12:00.0,8.03_picheral_cnrs,2400,nan,0,20230510_1152_background_large_manual.tif,8.09_2022/04/06_picheral_cnrs,243,0.0106,0.3,100,include,0.0511,zooprocess_pid_to_ecotaxa_8.03_2021/11/10,5000_1_4_204702,zooscan,5000,999999,4,motoda,hydroptic_v4,9.7.67,hg,zooscan,20230510,47:00.0,nan,3,2,3,3,1,29024,50424,6224,3724,manual,no,614,51292,1.8,1.15,44601.9,459663075,1721722,1721722,459321,56693,,56693,Gnathostomata,0.151206054,44:44.0,66854590,D,48.93581667,-14.83035
204702_5000_1_4_1_476,48.93581667,-14.83035,20210517,100700,http://www.zooscan.obs-vlfr.fr//,750,1000,predicted,,,,,Actinopterygii,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,48.8934,-15.04843333,507628,141.6,58.092,254,43,255,1292.78,374.54,1319.78,405.26,10076.45,20596,10766,2065,969,1370.6,471.6,168.5,0.063,2127.8,71880726,129,0.463,-1.018,6.22,21896,10766,476047,1.206,12790,19.891,87,123,174,0,0,36,39,0,0,0,0,0,0,0,6.788,6.825,8,8,6064,1227852,18.594,4.467,1,803.9477866,2.904661017,212,-1.15010142,40.36087214,40.96045198,27.35849057,14.60371142,3.084229646,4.734962406,7.349380015,0.0589228,0.058497274,204702,nan,hg,james_cook,exports,47,4666.8,nan,nan,99999,1,mocness,222,1.415,1000,750,794,nan,1,1,1111,nan,99999,2.2,99999,99999,99999,99999,nan,zooprocess_204702,20230614,12:00.0,8.03_picheral_cnrs,2400,nan,0,20230510_1152_background_large_manual.tif,8.09_2022/04/06_picheral_cnrs,243,0.0106,0.3,100,include,0.0511,zooprocess_pid_to_ecotaxa_8.03_2021/11/10,5000_1_4_204702,zooscan,5000,999999,4,motoda,hydroptic_v4,9.7.67,hg,zooscan,20230510,47:00.0,nan,3,2,3,3,1,29024,50424,6224,3724,manual,no,614,51292,1.8,1.15,44601.9,459663339,1721722,1721722,459321,56693,,56693,Gnathostomata,0.376248333,44:44.0,39536022,D,48.93581667,-14.83035
204703_5000_1_4_1_26,48.93581667,-14.83035,20210517,100700,http://www.zooscan.obs-vlfr.fr//,500,750,predicted,,,,,Actinopterygii,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,48.8934,-15.04843333,851218,119.05,63.055,66,41,255,352.61,1187.3,383.11,1246.08,15418.63,4833,828,1024,2698,1975.5,548.6,84.4,0.045,2814.3,101338339,93,0.85,-0.661,4.57,5834,828,812298,1.223,25044,45.612,67,89,147,0,0,25,33,0,0,0,0,0,0,0,6.679,6.68,6,6,7440,1692338,0.084,6.482,1,1041.059277,3.599271403,214,-1.741832159,66.18912297,52.91894162,29.43925234,17.10797144,3.122240847,5.47938877,7.803137652,0.042935135,0.073439369,204703,nan,hg,james_cook,exports,47,4666.8,nan,nan,99999,1,mocness,222,1.415,750,500,905.1,nan,1,1,1111,nan,99999,2,99999,99999,99999,99999,nan,zooprocess_204703,20230614,11:00.0,8.03_picheral_cnrs,2400,nan,0,20230601_1136_background_large_manual.tif,8.09_2022/04/06_picheral_cnrs,243,0.0106,0.3,100,include,0.0516,zooprocess_pid_to_ecotaxa_8.03_2021/11/10,5000_1_4_204703,zooscan,5000,999999,4,motoda,hydroptic_v4,9.7.67,hg,zooscan,20230601,31:00.0,nan,3,2,3,3,1,29024,50424,6224,3724,manual,no,614,51241,1.8,1.15,44558.1,459668005,1721727,1721727,459322,56693,,56693,Gnathostomata,0.440434749,44:44.0,23050411,D,48.93581667,-14.83035
204703_5000_1_4_1_545,48.93581667,-14.83035,20210517,100700,http://www.zooscan.obs-vlfr.fr//,500,750,predicted,,,,,Actinopterygii,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,48.8934,-15.04843333,285685,155.39,64.238,242,30,255,497.68,630.28,532.73,602.09,9268.06,8709,7760,997,1031,977.7,372,35.5,0.042,1352.7,44393662,160,-0.135,-1.365,4.08,9692,7760,274021,1.329,17757,9.319,92,153,210,0,0,28,43,0,0,0,0,0,0,0,4.779,4.787,5,5,4052,522736,26.2,6.614,1,603.1131232,2.629032258,225,-0.794401467,44.82186966,41.18669155,28.44444444,17.70492542,2.584674589,6.849963045,9.476482618,0.040088671,0.085624499,204703,nan,hg,james_cook,exports,47,4666.8,nan,nan,99999,1,mocness,222,1.415,750,500,905.1,nan,1,1,1111,nan,99999,2,99999,99999,99999,99999,nan,zooprocess_204703,20230614,11:00.0,8.03_picheral_cnrs,2400,nan,0,20230601_1136_background_large_manual.tif,8.09_2022/04/06_picheral_cnrs,243,0.0106,0.3,100,include,0.0516,zooprocess_pid_to_ecotaxa_8.03_2021/11/10,5000_1_4_204703,zooscan,5000,999999,4,motoda,hydroptic_v4,9.7.67,hg,zooscan,20230601,31:00.0,nan,3,2,3,3,1,29024,50424,6224,3724,manual,no,614,51241,1.8,1.15,44558.1,459668524,1721727,1721727,459322,56693,,56693,Gnathostomata,0.189994438,44:44.0,53236672,D,48.93581667,-14.83035
204703_5000_1_4_1_620,48.93581667,-14.83035,20210517,100700,http://www.zooscan.obs-vlfr.fr//,500,750,predicted,,,,,Actinopterygii,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,48.8934,-15.04843333,806607,103.52,47.717,58,41,255,733.28,960.77,755.37,957.43,8240.05,5394,8746,1704,1704,2064.6,497.4,133.5,0.149,2272.6,83496745,84,1.154,0.327,0.35,5477,8746,803784,1.11,10831,58.179,66,83,129,0,0,33,41,0,0,0,0,0,0,0,5.025,4.748,5,5,6812,1130528,14.753,2.196,1,1013.412024,4.154929577,214,-2.422904671,22.36067977,46.36785162,22.42990654,9.190889257,2.53530234,3.62516498,3.99031477,0.148762955,0.024941084,204703,nan,hg,james_cook,exports,47,4666.8,nan,nan,99999,1,mocness,222,1.415,750,500,905.1,nan,1,1,1111,nan,99999,2,99999,99999,99999,99999,nan,zooprocess_204703,20230614,11:00.0,8.03_picheral_cnrs,2400,nan,0,20230601_1136_background_large_manual.tif,8.09_2022/04/06_picheral_cnrs,243,0.0106,0.3,100,include,0.0516,zooprocess_pid_to_ecotaxa_8.03_2021/11/10,5000_1_4_204703,zooscan,5000,999999,4,motoda,hydroptic_v4,9.7.67,hg,zooscan,20230601,31:00.0,nan,3,2,3,3,1,29024,50424,6224,3724,manual,no,614,51241,1.8,1.15,44558.1,459668599,1721727,1721727,459322,56693,,56693,Gnathostomata,0.334131568,44:44.0,41634506,D,48.93581667,-14.83035
