Label,cruise,Tow_number,Net_number,fraction,sub_part_correct,split_correct,Min_depth,Max_depth,hdif,Tow_Vol,gray_mode,area_mm2,major_mm,minor_mm,feret_mm,esd_mm,vol,Taxa,L_D,D_N,DW,O2_umol,CO2,Family,Std_length_mm,Less_10mm_or_no_ecotaxa_image
jc0214_m48_n9_5000_1_1274,jc0214,48,9,5000,8,0.125,49.8,100.4,50.6,327,102,32.649344,8.3330542,4.9888262,13.2224002,6.447510736,108.5924365,living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Chordata>Craniata>Vertebrata>Gnathostomata>Actinopterygii,living,Night,1.574590329,0.081621411,0.071010628,Paralepididae,22.699,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Not in table above from Hannah's code,,,,,,,,,,,,,,,,,,,,,,,,,,
209010_2000_1_8_1_tot_1_170,jc0214,90,10,2000,,,,,,,,,,,,,,,,,,,,Paralepididae,,
204706_1000_1_8_1_316 small not in xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,
208908_20000_1_4_1_tot_1_269 small not in xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,
208909_2000_1_4_1_tot_85 small not in xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,
208908_20000_1_4_1_tot_1_269 small not in xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,
209009_2000_1_8_2_tot_1_383 small not in xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,
209010_0200_1_1024_1_192 small not in xlsx,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Total in this spreadsheet from code that Hannah wrote,Total with data recorded here,Total images not in this table,,,Total in Ecotaxa images,,,,,,,,,,,,,,,,,,,,,
77,52,59,,,57,,,,,,,,,,,,,,,,,,,,,
