cruise_no,Ship,Tow_number,Net_number,fish_no,packet_no,lowest_taxa_final,taxa_code_final,taxa_code_final_method,taxa_code_original,taxa_updated_date,visual_ID_confidence,photo_ID,total_length,fork_length,Std_length_mm,total_weight,gut_weight_full,gut_weight_empty,gut_dispensation,sex,sex_confidence,gonad_weight,head_collected,body_location,fish_comments,processed_date,processed_initials
SG2105,Sarmiento,1,0,115,9,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG115-118_MOC1_NET0,44,41,39,0.2542,,,,,,,,neg80,"115-118 same species (refer to as Sp. A), maybe microdon; frozen in foil together (labeled 11-14). Original fish_no=11",20210820,LSL
SG2105,Sarmiento,1,0,116,9,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG115-118_MOC1_NET0,,,32,0.1634,,,,,,,,neg80,"115-118 same species (refer to as Sp. A), maybe microdon; frozen in foil together (labeled 11-14). Original fish_no=12",20210820,LSL
SG2105,Sarmiento,1,0,117,9,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG115-118_MOC1_NET0,,,31,0.1228,,,,,,,,neg80,"115-118 same species (refer to as Sp. A), maybe microdon; frozen in foil together (labeled 11-14). Original fish_no=13",20210820,LSL
SG2105,Sarmiento,1,0,118,9,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG115-118_MOC1_NET0,42,,35,0.2015,,,,,,,,neg80,"115-118 same species (refer to as Sp. A), maybe microdon; frozen in foil together (labeled 11-14). Original fish_no=14",20210820,LSL
SG2105,Sarmiento,1,0,119,9,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG119-122_MOC1_NET0,,,33,0.1431,,,,,,,,neg80,119-122 same species (refer to as Sp. B); frozen in foil together (labeled 15-18). Original fish_no=15,20210820,LSL
SG2105,Sarmiento,1,0,120,9,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG119-122_MOC1_NET0,,,21,0.0597,,,,,,,,neg80,119-122 same species (refer to as Sp. B); frozen in foil together (labeled 15-18). Original fish_no=16,20210820,LSL
SG2105,Sarmiento,1,0,121,9,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG119-122_MOC1_NET0,,,30,0.1371,,,,,,,,neg80,119-122 same species (refer to as Sp. B); frozen in foil together (labeled 15-18). Original fish_no=17,20210820,LSL
SG2105,Sarmiento,1,0,122,9,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG119-122_MOC1_NET0,42,38,37,0.1539,,,,,,,,neg80,119-122 same species (refer to as Sp. B); frozen in foil together (labeled 15-18). Original fish_no=18,20210820,LSL
SG2105,Sarmiento,1,3,123,5,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG123_MOC1_NET3,,,26,0.3361,,,,,,,,neg80,Original fish_no=19,20210820,LSL
SG2105,Sarmiento,1,3,124,5,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG124-126_MOC1_NET3,28,,24,0.3102,,,,,,,,neg80,Fish 124-130 in foil together (labeled 20-26). Original fish_no=20,20210820,LSL
SG2105,Sarmiento,1,3,125,5,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG124-126_MOC1_NET3,,,18,0.2443,,,,,,,,neg80,Fish 124-130 in foil together (labeled 20-26). Original fish_no=21,20210820,LSL
SG2105,Sarmiento,1,3,126,5,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG124-126_MOC1_NET3,26,,21,0.1856,,,,,,,,neg80,Fish 124-130 in foil together (labeled 20-26). Original fish_no=22,20210820,LSL
SG2105,Sarmiento,1,3,127,5,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG127-130_MOC1_NET3,23,,19,0.1402,,,,,,,,neg80,Fish 124-130 in foil together (labeled 20-26). Original fish_no=23,20210820,LSL
SG2105,Sarmiento,1,3,128,5,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG127-130_MOC1_NET3,,,18,0.1366,,,,,,,,neg80,Fish 124-130 in foil together (labeled 20-26). Original fish_no=24,20210820,LSL
SG2105,Sarmiento,1,3,129,5,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG127-130_MOC1_NET3,,,16,0.0999,,,,,,,,neg80,Fish 124-130 in foil together (labeled 20-26). Original fish_no=25,20210820,LSL
SG2105,Sarmiento,1,3,130,5,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG127-130_MOC1_NET3,,,14,0.0822,,,,,,,,neg80,Fish 124-130 in foil together (labeled 20-26). Original fish_no=26,20210820,LSL
SG2105,Sarmiento,1,1,131,3,Xenodermichthys copei,XECO,visual,XECO,,M,SG2105_ORG131_MOC1_NET1,,43,41,0.5858,,,,,,,,neg80,Thawed during ID. Original fish_no=27,20210820,LSL
SG2105,Sarmiento,1,0,132,7,Xenodermichthys copei,XECO,visual,XECO,,M,SG2105_ORG132_MOC1_NET0,45,39,38,0.3781,,,,,,,,neg80,Head squished (not in as good of condition as 131). Original fish_no=28,20210820,LSL
SG2105,Sarmiento,1,1,133,2,Cyclothone sp.,CYSP,visual,CYSP,,M,SG2105_ORG133-137_MOC1_NET1,,,31,0.1818,,,,,,,,neg80,133-137 same species (sp. b); All fish in packet 2 in bad shape. Original fish_no=29,20210820,LSL
SG2105,Sarmiento,1,1,134,2,Cyclothone sp.,CYSP,visual,CYSP,,M,SG2105_ORG133-137_MOC1_NET1,,,31,0.1495,,,,,,,,neg80,133-137 same species (sp. b); frozen in foil fogether (labeled 30-32); All fish in packet 2 in bad shape. Original fish_no=30,20210820,LSL
SG2105,Sarmiento,1,1,135,2,Cyclothone sp.,CYSP,visual,CYSP,,M,SG2105_ORG133-137_MOC1_NET1,,,34,0.1688,,,,,,,,neg80,133-137 same species (sp. b); frozen in foil fogether (labeled 30-32); All fish in packet 2 in bad shape. Original fish_no=31,20210820,LSL
SG2105,Sarmiento,1,1,136,2,Cyclothone sp.,CYSP,visual,CYSP,,M,SG2105_ORG133-137_MOC1_NET1,,,34,0.1835,,,,,,,,neg80,133-137 same species (sp. b); frozen in foil fogether (labeled 30-32); All fish in packet 2 in bad shape. Original fish_no=32,20210820,LSL
SG2105,Sarmiento,1,1,137,2,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG133-137_MOC1_NET1,,,35,0.1445,,,,,,,,neg80,133-137 same species (sp. b); frozen in foil fogether (labeled 30-32); All fish in packet 2 in bad shape. Original fish_no=33,20210820,LSL
SG2105,Sarmiento,1,1,138,2,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG138-140_MOC1_NET1,,,40,0.2881,,,,,,,,neg80,"Fish 138-140 same species (sp. A, microcon?). Body intact. Original fish_no=34",20210820,LSL
SG2105,Sarmiento,1,1,139,2,Cyclothone sp.,CYSP,visual,CYSP,,M,SG2105_ORG138-140_MOC1_NET1,,,33,0.1846,,,,,,,,neg80,"Fish 138-140 same species (sp. A, microcon?). Body intact. Original fish_no=35",20210820,LSL
SG2105,Sarmiento,1,1,140,2,Cyclothone sp.,CYSP,visual,CYSP,,M,SG2105_ORG138-140_MOC1_NET1,,,53,0.8086,,,,,,,,neg80,"Fish 138-140 same species (sp. A, microcon?). Body intact. Original fish_no=36",20210820,LSL
SG2105,Sarmiento,1,1,141,2,Nannobrachium sp.,NASP,visual,NASP,,M,SG2105_ORG141_MOC1_NET1,,30,28,0.1375,,,,,,,,neg80,"ID Notes: narrow caudal peduncle compared to most NASP I'm used to seeing. Pectoral fin broken though, so could be Lampanyctus. Original fish_no=37",20210820,LSL
SG2105,Sarmiento,1,1,142,4,Decapoda,DECA,visual,DECA,,,SG2105_ORG142_MOC1_NET1,,,16,0.2082,,,,,,,,neg80,ID Notes: potential Sergestid. Bright orange in color. Original fish_no=38,20210820,LSL
SG2105,Sarmiento,1,1,143,11,Acanthephyra purpurea,ACPU,visual,ACPU,,H,SG2105_ORG143_MOC1_NET1,,,16,2.8928,,,,,,,,neg80,ID Notes: 4 telson spines; color red. Original fish_no=39,20210820,LSL
SG2105,Sarmiento,1,1,144,11,Cranchiidae,CRAN,visual,CRAN,,L,SG2105_ORG144_MOC1_NET1,,,49,6.2807,,,,,,,,neg80,ID Notes: unknown glass squid; shiny gut; large eyes; small fins. Original fish_no=40,20210820,LSL
SG2105,Sarmiento,1,1,145,16,Acanthephyra purpurea,ACPU,visual,ACPU,,M,SG2105_ORG145_MOC1_NET1,,,13,1.3933,,,,,,,,neg80,Original fish_no=41,20210820,LSL
SG2105,Sarmiento,1,1,146,16,Systellaspis debilis,SYDE,visual,SYDE,,L,SG2105_ORG146_MOC1_NET1,,,13,1.2421,,,,,,,,neg80,"ID Notes: confident to genus, not to species. Original fish_no=42",20210820,LSL
SG2105,Sarmiento,1,1,147,16,Decapoda,DECA,visual,DECA,,,SG2105_ORG147_MOC1_NET1,,,17,1.7825,,,,,,,,neg80,"ID Notes: unknown shrimp; moderate rostrum with short spines, no spines on somites. Original fish_no=43",20210820,LSL
SG2105,Sarmiento,1,3,148,17,Phronima sp.,PNSP,visual,PNSP,,,SG2105_ORG148_MOC1_NET3,,,,1.4797,,,,,,,,neg80,Phronima with salp. Salp was disintegrating so did not measure to try to retain salp. Original fish_no=44,20210827,LSL
SG2105,Sarmiento,1,3,149,17,Pterotracheidae,PTER,visual,PTER,,,SG2105_ORG149_MOC1_NET3,,,,15.1708,,,,,,,,neg80,Did not measure to prevent thaw; tail broke off returning it to freezer. ID Notes: no shell (heteropod); according to CSIRO publication Family=Pterotrachoidae; appears to have a broad shield like pterotrachea scutata. Original fish_no=45,20210827,LSL
SG2105,Sarmiento,1,1,150,10,Atolla wyvillei,ATOL,visual,ATOL,,,SG2105_ORG150-151_MOC1_NET1,,,53.2,35.0188,,,,,,,,neg80,standard length is bell diameter (to outside as lay frozen); inner bell diam=39.2. Weight estimated; total weight of 150 and 151 = 70.0376 g. Original fish_no=46,20210827,LSL
SG2105,Sarmiento,1,1,151,10,Atolla wyvillei,ATOL,visual,ATOL,,,SG2105_ORG150-151_MOC1_NET1,,,56.23,35.0188,,,,,,,,neg80,standard length is bell diameter (to outside as lay frozen); inner bell diam=30.4mm. Weight estimated; total weight of 150 and 151 = 70.0376 g. Original fish_no=47,20210827,LSL
SG2105,Sarmiento,1,3,152,18,Pterotracheidae,PTER,visual,PTER,,,SG2105_ORG152_MOC1_NET3,51.2,,,4.711,,,,,,,,neg80,"ID Notes: listed in freezer list as pteropod, but very large; could be Cymbulia (CSIRO pg. 29). Tried not to thaw too long but damaged re-freezing it. Original fish_no=48",20210827,LSL
SG2105,Sarmiento,1,3,153,13,Cranchiidae,CRAN,visual,CRAN,,H,SG2105_ORG153_MOC1_NET3,,,31.6,1.5216,,,,,,,,neg80,Original fish_no=49,20210827,LSL
SG2105,Sarmiento,1,3,154,13,Clio sp.,CLSP,visual,CLSP,,H,SG2105_ORG154_MOC1_NET3,,,39.23,1.3766,,,,,,,,neg80,ID Notes: pteropod; triangular shell with brown body inside; Clio sp according to CSIRO. Original fish_no=50,20210827,LSL
SG2105,Sarmiento,1,1,155,12,Ostracoda,OSTR,visual,OSTR,,H,SG2105_ORG155_MOC1_NET1,,,,0.458,,,,,,,,neg80,"ID Notes: Fish 155-160 are the same species of Argyropelecus; not hemigymnus based on 2 postabdominal spines of equal length; DF V,8; closest key in suggon was olfersii but very different body shape. Fish 155-160 frozen in foil together (labled 52-56). Original fish_no=51",20210827,LSL
SG2105,Sarmiento,2,3,156,25,Argyropelecus sp.,ARSP,visual,ARSP,,H,SG2105_ORG156-160_MOC2_NET3,,,24.68,0.4401,,,,,,,,neg80,"ID Notes: Fish 155-160 are the same species of Argyropelecus; not hemigymnus based on 2 postabdominal spines of equal length; DF V,8; closest key in suggon was olfersii but very different body shape. Fish 155-160 frozen in foil together (labled 52-56). Original fish_no=52",20210827,LSL
SG2105,Sarmiento,2,3,157,25,Argyropelecus sp.,ARSP,visual,ARSP,,H,SG2105_ORG156-160_MOC2_NET3,,,16.45,0.1367,,,,,,,,neg80,"ID Notes: Fish 155-160 are the same species of Argyropelecus; not hemigymnus based on 2 postabdominal spines of equal length; DF V,8; closest key in suggon was olfersii but very different body shape. Fish 155-160 frozen in foil together (labled 52-56). Original fish_no=53",20210827,LSL
SG2105,Sarmiento,2,3,158,25,Argyropelecus sp.,ARSP,visual,ARSP,,H,SG2105_ORG156-160_MOC2_NET3,,,15.78,0.1329,,,,,,,,neg80,"ID Notes: Fish 155-160 are the same species of Argyropelecus; not hemigymnus based on 2 postabdominal spines of equal length; DF V,8; closest key in suggon was olfersii but very different body shape. Fish 155-160 frozen in foil together (labled 52-56). Original fish_no=54",20210827,LSL
SG2105,Sarmiento,2,3,159,25,Argyropelecus sp.,ARSP,visual,ARSP,,H,SG2105_ORG156-160_MOC2_NET3,,,14.31,0.0841,,,,,,,,neg80,"ID Notes: Fish 155-160 are the same species of Argyropelecus; not hemigymnus based on 2 postabdominal spines of equal length; DF V,8; closest key in suggon was olfersii but very different body shape. Fish 155-160 frozen in foil together (labled 52-56). Original fish_no=55",20210827,LSL
SG2105,Sarmiento,2,3,160,25,Argyropelecus sp.,ARSP,visual,ARSP,,H,SG2105_ORG156-160_MOC2_NET3,,,15.07,0.0927,,,,,,,,neg80,"ID Notes: Fish 155-160 are the same species of Argyropelecus; not hemigymnus based on 2 postabdominal spines of equal length; DF V,8; closest key in suggon was olfersii but very different body shape. Fish 155-160 frozen in foil together (labled 52-56). Original fish_no=56",20210827,LSL
SG2105,Sarmiento,2,3,161,25,Argyropelecus hemigymnus,ARHE,visual,ARHE,,M,SG2105_ORG161-165_MOC2_NET3,,,27.74,0.4253,,,,,,,,neg80,"ID Notes: Fish 161-172 are the same species of Argyropelecus, tentatively hemigymnus although it looks different than other ARHE (bars more diffuse-like crayon, not marker- and body darker), but affter seeing 173-185 will call these ARHE.  Fish 161-166 frozen in foil together (labled 57-62). Original fish_no=57",20210827,LSL
SG2105,Sarmiento,2,3,162,25,Argyropelecus hemigymnus,ARHE,visual,ARHE,,M,SG2105_ORG161-165_MOC2_NET3,,,20.93,0.2056,,,,,,,,neg80,"ID Notes: Fish 161-172 are the same species of Argyropelecus, tentatively hemigymnus although it looks different than other ARHE (bars more diffuse-like crayon, not marker- and body darker), but affter seeing 173-185 will call these ARHE.  Fish 161-166 frozen in foil together (labled 57-62). Original fish_no=58",20210827,LSL
SG2105,Sarmiento,2,3,163,25,Argyropelecus hemigymnus,ARHE,visual,ARHE,,M,SG2105_ORG161-165_MOC2_NET3,,,27.84,0.4568,,,,,,,,neg80,"ID Notes: Fish 161-172 are the same species of Argyropelecus, tentatively hemigymnus although it looks different than other ARHE (bars more diffuse-like crayon, not marker- and body darker), but affter seeing 173-185 will call these ARHE.  Fish 161-166 frozen in foil together (labled 57-62). Original fish_no=59",20210827,LSL
SG2105,Sarmiento,2,3,164,25,Argyropelecus hemigymnus,ARHE,visual,ARHE,,M,SG2105_ORG161-165_MOC2_NET3,,,22.88,0.2577,,,,,,,,neg80,"ID Notes: Fish 161-172 are the same species of Argyropelecus, tentatively hemigymnus although it looks different than other ARHE (bars more diffuse-like crayon, not marker- and body darker), but affter seeing 173-185 will call these ARHE.  Fish 161-166 frozen in foil together (labled 57-62). Original fish_no=60",20210827,LSL
SG2105,Sarmiento,2,3,165,25,Argyropelecus hemigymnus,ARHE,visual,ARHE,,M,SG2105_ORG161-165_MOC2_NET3,,,18.16,0.1391,,,,,,,,neg80,"ID Notes: Fish 161-172 are the same species of Argyropelecus, tentatively hemigymnus although it looks different than other ARHE (bars more diffuse-like crayon, not marker- and body darker), but affter seeing 173-185 will call these ARHE.  Fish 161-166 frozen in foil together (labled 57-62). Original fish_no=61",20210827,LSL
SG2105,Sarmiento,2,3,166,25,Argyropelecus hemigymnus,ARHE,visual,ARHE,,M,SG2105_ORG166-170_MOC2_NET3,,,20.44,0.1594,,,,,,,,neg80,"ID Notes: Fish 161-172 are the same species of Argyropelecus, tentatively hemigymnus although it looks different than other ARHE (bars more diffuse-like crayon, not marker- and body darker), but affter seeing 173-185 will call these ARHE.  Fish 161-166 frozen in foil together (labled 57-62). Original fish_no=62",20210827,LSL
SG2105,Sarmiento,2,3,167,25,Argyropelecus hemigymnus,ARHE,visual,ARHE,,M,SG2105_ORG166-170_MOC2_NET3,,,20.52,0.2164,,,,,,,,neg80,"ID Notes: Fish 161-172 are the same species of Argyropelecus, tentatively hemigymnus although it looks different than other ARHE (bars more diffuse-like crayon, not marker- and body darker), but affter seeing 173-185 will call these ARHE.  Fish 161-166 frozen in foil together (labled 57-62). Original fish_no=63",20210827,LSL
SG2105,Sarmiento,2,3,168,25,Argyropelecus hemigymnus,ARHE,visual,ARHE,,M,SG2105_ORG166-170_MOC2_NET3,,,17.61,0.1179,,,,,,,,neg80,"ID Notes: Fish 161-172 are the same species of Argyropelecus, tentatively hemigymnus although it looks different than other ARHE (bars more diffuse-like crayon, not marker- and body darker), but affter seeing 173-185 will call these ARHE.  Fish 167-172 frozen in foil together (labled 63-68). Original fish_no=64",20210827,LSL
SG2105,Sarmiento,2,3,169,25,Argyropelecus hemigymnus,ARHE,visual,ARHE,,M,SG2105_ORG166-170_MOC2_NET3,,,23.93,0.3145,,,,,,,,neg80,"ID Notes: Fish 161-172 are the same species of Argyropelecus, tentatively hemigymnus although it looks different than other ARHE (bars more diffuse-like crayon, not marker- and body darker), but affter seeing 173-185 will call these ARHE.  Fish 167-172 frozen in foil together (labled 63-68). Original fish_no=65",20210827,LSL
SG2105,Sarmiento,2,3,170,25,Argyropelecus hemigymnus,ARHE,visual,ARHE,,M,SG2105_ORG166-170_MOC2_NET3,,,16.11,0.0971,,,,,,,,neg80,"ID Notes: Fish 161-172 are the same species of Argyropelecus, tentatively hemigymnus although it looks different than other ARHE (bars more diffuse-like crayon, not marker- and body darker), but affter seeing 173-185 will call these ARHE.  Fish 167-172 frozen in foil together (labled 63-68). Original fish_no=66",20210827,LSL
SG2105,Sarmiento,2,3,171,25,Argyropelecus hemigymnus,ARHE,visual,ARHE,,M,SG2105_ORG171-172_MOC2_NET3,,,22.33,0.2275,,,,,,,,neg80,"ID Notes: Fish 161-172 are the same species of Argyropelecus, tentatively hemigymnus although it looks different than other ARHE (bars more diffuse-like crayon, not marker- and body darker), but affter seeing 173-185 will call these ARHE.  Fish 167-172 frozen in foil together (labled 63-68). body broken. Original fish_no=67",20210827,LSL
SG2105,Sarmiento,2,3,172,25,Argyropelecus hemigymnus,ARHE,visual,ARHE,,M,SG2105_ORG171-172_MOC2_NET3,,,23.23,0.268,,,,,,,,neg80,"ID Notes: Fish 161-172 are the same species of Argyropelecus, tentatively hemigymnus although it looks different than other ARHE (bars more diffuse-like crayon, not marker- and body darker), but affter seeing 173-185 will call these ARHE.  Fish 167-172 frozen in foil together (labled 63-68). body broken. Original fish_no=68",20210827,LSL
SG2105,Sarmiento,2,2,173,23,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG173-178_MOC2_NET2,,,29.59,0.4908,,,,,,,,neg80,"ID Notes: Fish 173-184 are the same species; single hook ondorsal spine visible but broken in many fish; DF V,7. Fish 173-178 in foil together (labeled 69-74). Original fish_no=69",20210901,LSL
SG2105,Sarmiento,2,2,174,23,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG173-178_MOC2_NET2,,,23,0.243,,,,,,,,neg80,"ID Notes: Fish 173-184 are the same species; single hook ondorsal spine visible but broken in many fish; DF V,7. Fish 173-178 in foil together (labeled 69-74). Original fish_no=70",20210901,LSL
SG2105,Sarmiento,2,2,175,23,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG173-178_MOC2_NET2,,,20.18,0.1783,,,,,,,,neg80,"ID Notes: Fish 173-184 are the same species; single hook ondorsal spine visible but broken in many fish; DF V,7. Fish 173-178 in foil together (labeled 69-74). DF spine present. Original fish_no=71",20210901,LSL
SG2105,Sarmiento,2,2,176,23,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG173-178_MOC2_NET2,,,20.04,0.179,,,,,,,,neg80,"ID Notes: Fish 173-184 are the same species; single hook ondorsal spine visible but broken in many fish; DF V,7. Fish 173-178 in foil together (labeled 69-74). DF spine present. Original fish_no=72",20210901,LSL
SG2105,Sarmiento,2,2,177,23,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG173-178_MOC2_NET2,,,27.48,0.4585,,,,,,,,neg80,"ID Notes: Fish 173-184 are the same species; single hook ondorsal spine visible but broken in many fish; DF V,7. Fish 173-178 in foil together (labeled 69-74). Original fish_no=73",20210901,LSL
SG2105,Sarmiento,2,2,178,23,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG173-178_MOC2_NET2,,,17.08,0.1077,,,,,,,,neg80,"ID Notes: Fish 173-184 are the same species; single hook ondorsal spine visible but broken in many fish; DF V,7. Fish 173-178 in foil together (labeled 69-74). Original fish_no=74",20210901,LSL
SG2105,Sarmiento,2,2,179,23,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG179-184_MOC2_NET2,,,23.97,0.3163,,,,,,,,neg80,"ID Notes: Fish 173-184 are the same species; single hook ondorsal spine visible but broken in many fish; DF V,7. Fish 179-184 in foil together (labeled 75-80). Original fish_no=75",20210901,LSL
SG2105,Sarmiento,2,2,180,23,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG179-184_MOC2_NET2,,,15.78,0.0968,,,,,,,,neg80,"ID Notes: Fish 173-184 are the same species; single hook ondorsal spine visible but broken in many fish; DF V,7. Fish 179-184 in foil together (labeled 75-80). Original fish_no=76",20210901,LSL
SG2105,Sarmiento,2,2,181,23,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG179-184_MOC2_NET2,,,23.26,0.2905,,,,,,,,neg80,"ID Notes: Fish 173-184 are the same species; single hook ondorsal spine visible but broken in many fish; DF V,7. Fish 179-184 in foil together (labeled 75-80). Original fish_no=77",20210901,LSL
SG2105,Sarmiento,2,2,182,23,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG179-184_MOC2_NET2,,,23.69,0.2733,,,,,,,,neg80,"ID Notes: Fish 173-184 are the same species; single hook ondorsal spine visible but broken in many fish; DF V,7. Fish 179-184 in foil together (labeled 75-80). Body broken in initial freezing just posterior to body cavity. Original fish_no=78",20210901,LSL
SG2105,Sarmiento,2,2,183,23,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG179-184_MOC2_NET2,,,18.83,0.1546,,,,,,,,neg80,"ID Notes: Fish 173-184 are the same species; single hook ondorsal spine visible but broken in many fish; DF V,7. Fish 179-184 in foil together (labeled 75-80). Caudal peduncle broken. Original fish_no=79",20210901,LSL
SG2105,Sarmiento,2,2,184,23,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG179-184_MOC2_NET2,,,20.75,0.1979,,,,,,,,neg80,"ID Notes: Fish 173-184 are the same species; single hook ondorsal spine visible but broken in many fish; DF V,7. Fish 179-184 in foil together (labeled 75-80). Body broken horizontally at midline. Original fish_no=80",20210901,LSL
SG2105,Sarmiento,2,0,185,28,Argyropelecus hemigymnus,ARHE,visual,ARHE,,H,SG2105_ORG185_MOC2_NET0,,,21.23,0.2106,,,,,,,,neg80,Original fish_no=81,20210901,LSL
SG2105,Sarmiento,2,1,186,19,Scopelogadus sp.,SCSP,visual,SCSP,,H,SG2105_ORG186_MOC2_NET1,,,165,46.1404,,,,,,,,neg80,Did not thaw to ID to species. Total_weight over-estimate due to tag and other material frozen on fish. Original fish_no=82,20210901,LSL
SG2105,Sarmiento,2,1,187,21,Nannobrachium sp.,NASP,visual,NASP,,M,SG2105_ORG187_MOC2_NET1,,,30.55,0.1439,,,,,,,,neg80,"ID Notes: 3 PRC, no visible pectoral fin. Body squished and broken @ posterior 1/3. Original fish_no=83",20210901,LSL
SG2105,Sarmiento,2,1,188,21,Nannobrachium sp.,NASP,visual,NASP,,M,SG2105_ORG188_MOC2_NET1,,,32.05,0.1868,,,,,,,,neg80,"ID Notes: 3 PRC, no visible pectoral fin. Original fish_no=84",20210901,LSL
SG2105,Sarmiento,2,1,189,21,Benthosema glaciale,BEGL,visual,BEGL,,L,SG2105_ORG189_MOC2_NET1,,,23.36,0.1428,,,,,,,,neg80,"ID Notes: fish in really poor condition, not all photophores present; taxon is a guess. Original fish_no=85",20210901,LSL
SG2105,Sarmiento,2,1,190,21,Benthosema glaciale,BEGL,visual,BEGL,,M,SG2105_ORG190_MOC2_NET1,,,20.92,0.1066,,,,,,,,neg80,Original fish_no=86,20210901,LSL
SG2105,Sarmiento,2,1,191,36,Pasiphaea sp.,PASI,visual,PASI,,M,SG2105_ORG191_MOC2_NET1,,,33.18,9.8525,,,,,,,,neg80,ID Notes: used gbif.org to look at potential species; could be P. multidentata but that based on superficial ID and not keying the shrimp out,20210917,LSL
SG2105,Sarmiento,2,4,192,37,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG192_MOC2_NET4,,,53.81,0.4745,,,,,,,,neg80,ID Notes: AO 6+7; darker scales but keyes to BEGL. Head and guts squished,20210917,LSL
SG2105,Sarmiento,2,0,193,31,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG193-197_MOC2_NET0,,,38.24,0.5422,,,,,,,,neg80,ID Notes: PVO1-2 at slight angle (approx 1 diam) but all else keys to BEGL. Fish 193-197 refrozen in foil together,20210917,LSL
SG2105,Sarmiento,2,0,194,31,Benthosema glaciale,BEGL,visual,BEGL,,H,SG2105_ORG193-197_MOC2_NET0,,,33.5,0.3987,,,,,,,,neg80,Body broken at 2/3 length. Gut squished. Fish 193-197 refrozen in foil together,20210917,LSL
SG2105,Sarmiento,2,0,195,31,Benthosema glaciale,BEGL,visual,BEGL,,M,SG2105_ORG193-197_MOC2_NET0,,,25.75,0.2129,,,,,,,,neg80,ID Notes: hard to assess photophores. Fish 193-197 refrozen in foil together.,20210917,LSL
SG2105,Sarmiento,2,0,196,31,Benthosema glaciale,BEGL,visual,BEGL,,M,SG2105_ORG193-197_MOC2_NET0,,,23.5,0.1685,,,,,,,,neg80,Body broken in half. ID Notes: hard to assess photophores. Fish 193-197 refrozen in foil together.,20210917,LSL
SG2105,Sarmiento,2,0,197,31,Benthosema glaciale,BEGL,visual,BEGL,,M,SG2105_ORG193-197_MOC2_NET0,,,21.96,0.1254,,,,,,,,neg80,ID Notes: hard to assess photophores. Fish 193-197 refrozen in foil together.,20210917,LSL
SG2105,Sarmiento,2,0,198,30,Merluccius merluccius,MEME,visual,MEME,,H,SG2105_ORG198-199_MOC2_NET0,,75.66,69.49,2.5064,,,,,,,,neg80,,20210917,LSL
SG2105,Sarmiento,2,0,199,30,Merluccius merluccius,MEME,visual,MEME,,H,SG2105_ORG198-199_MOC2_NET0,,66.74,62.01,2.0518,,,,,,,,neg80,Broken at 2/3 length.,20210917,LSL
SG2105,Sarmiento,2,1,200,20,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG200-203_MOC2_NET1,,,34.93,0.1838,,,,,,,,neg80,ID Notes: translucent bodied Cyclothone (sp. B noted earlier?). Fish 200-203 refrozen in foil together,20210917,LSL
SG2105,Sarmiento,2,1,201,20,Cyclothone sp.,CYSP,visual,CYSP,,H,SG2105_ORG200-203_MOC2_NET1,38.39,,32.89,0.192,,,,,,,,neg80,Body broken. ID Notes: translucent bodied Cyclothone (sp. B noted earlier?). Fish 200-203 refrozen in foil together.,20210917,LSL
